model.layers.4.mlp.experts.w13_weight	shape=(32, 1024, 1024)
model.layers.4.mlp.experts.w2_weight	shape=(32, 1024, 512)
model.layers.4.mlp.gate.weight	shape=(32, 1024)
model.layers.4.mlp.shared_expert.gate_up_proj.weight	shape=(1024, 1024)
model.layers.4.mlp.shared_expert.down_proj.weight	shape=(1024, 512)
model.layers.4.mlp.shared_expert_gate.weight	shape=(1, 1024)
model.layers.4.input_layernorm.weight	shape=(1024,)
model.layers.4.post_attention_layernorm.weight	shape=(1024,)
model.layers.5.linear_attn.dt_bias	shape=(2048,)
model.layers.5.linear_attn.A_log	shape=(1, 1, 16, 1)
model.layers.5.linear_attn.q_proj.weight	shape=(2048, 1024)
model.layers.5.linear_attn.k_proj.weight	shape=(2048, 1024)
model.layers.5.linear_attn.v_proj.weight	shape=(2048, 1024)
model.layers.5.linear_attn.f_a_proj.weight	shape=(128, 1024)
model.layers.5.linear_attn.f_b_proj.weight	shape=(2048, 128)
model.layers.5.linear_attn.b_proj.weight	shape=(16, 1024)
model.layers.5.linear_attn.q_conv1d.weight	shape=(2048, 1, 4)
model.layers.5.linear_attn.k_conv1d.weight	shape=(2048, 1, 4)
model.layers.5.linear_attn.v_conv1d.weight	shape=(2048, 1, 4)
model.layers.5.linear_attn.g_a_proj.weight	shape=(128, 1024)
model.layers.5.linear_attn.g_b_proj.weight	shape=(2048, 128)
model.layers.5.linear_attn.o_norm.weight	shape=(128,)
model.layers.5.linear_attn.o_proj.weight	shape=(1024, 2048)
model.layers.5.mlp.experts.w13_weight	shape=(32, 1024, 1024)
model.layers.5.mlp.experts.w2_weight	shape=(32, 1024, 512)
model.layers.5.mlp.gate.weight	shape=(32, 1024)
model.layers.5.mlp.shared_expert.gate_up_proj.weight	shape=(1024, 1024)
model.layers.5.mlp.shared_expert.down_proj.weight	shape=(1024, 512)
model.layers.5.mlp.shared_expert_gate.weight	shape=(1, 1024)
model.layers.5.input_layernorm.weight	shape=(1024,)
model.layers.5.post_attention_layernorm.weight	shape=(1024,)
model.layers.6.linear_attn.dt_bias	shape=(2048,)
model.layers.6.linear_attn.A_log	shape=(1, 1, 16, 1)
model.layers.6.linear_attn.q_proj.weight	shape=(2048, 1024)
model.layers.6.linear_attn.k_proj.weight	shape=(2048, 1024)
model.layers.6.linear_attn.v_proj.weight	shape=(2048, 1024)
model.layers.6.linear_attn.f_a_proj.weight	shape=(128, 1024)
model.layers.6.linear_attn.f_b_proj.weight	shape=(2048, 128)
model.layers.6.linear_attn.b_proj.weight	shape=(16, 1024)
model.layers.6.linear_attn.q_conv1d.weight	shape=(2048, 1, 4)
model.layers.6.linear_attn.k_conv1d.weight	shape=(2048, 1, 4)
model.layers.6.linear_attn.v_conv1d.weight	shape=(2048, 1, 4)
model.layers.6.linear_attn.g_a_proj.weight	shape=(128, 1024)
model.layers.6.linear_attn.g_b_proj.weight	shape=(2048, 128)
model.layers.6.linear_attn.o_norm.weight	shape=(128,)
model.layers.6.linear_attn.o_proj.weight	shape=(1024, 2048)
model.layers.6.mlp.experts.w13_weight	shape=(32, 1024, 1024)
model.layers.6.mlp.experts.w2_weight	shape=(32, 1024, 512)
model.layers.6.mlp.gate.weight	shape=(32, 1024)
model.layers.6.mlp.shared_expert.gate_up_proj.weight	shape=(1024, 1024)
model.layers.6.mlp.shared_expert.down_proj.weight	shape=(1024, 512)
model.layers.6.mlp.shared_expert_gate.weight	shape=(1, 1024)
model.layers.6.input_layernorm.weight	shape=(1024,)
model.layers.6.post_attention_layernorm.weight	shape=(1024,)
model.layers.7.qkv_proj.weight	shape=(9216, 1024)
model.layers.7.o_proj.weight	shape=(1024, 4096)
model.layers.7.mlp.experts.w13_weight	shape=(32, 1024, 1024)
model.layers.7.mlp.experts.w2_weight	shape=(32, 1024, 512)
model.layers.7.mlp.gate.weight	shape=(32, 1024)
model.layers.7.mlp.shared_expert.gate_up_proj.weight	shape=(1024, 1024)
model.layers.7.mlp.shared_expert.down_proj.weight	shape=(1024, 512)
model.layers.7.mlp.shared_expert_gate.weight	shape=(1, 1024)
model.layers.7.input_layernorm.weight	shape=(1024,)
model.layers.7.post_attention_layernorm.weight	shape=(1024,)
model.layers.7.q_norm.weight	shape=(256,)
model.layers.7.k_norm.weight	shape=(256,)
model.layers.8.linear_attn.dt_bias	shape=(2048,)
model.layers.8.linear_attn.A_log	shape=(1, 1, 16, 1)
model.layers.8.linear_attn.q_proj.weight	shape=(2048, 1024)
model.layers.8.linear_attn.k_proj.weight	shape=(2048, 1024)
model.layers.8.linear_attn.v_proj.weight	shape=(2048, 1024)
model.layers.8.linear_attn.f_a_proj.weight	shape=(128, 1024)
model.layers.8.linear_attn.f_b_proj.weight	shape=(2048, 128)
model.layers.8.linear_attn.b_proj.weight	shape=(16, 1024)
model.layers.8.linear_attn.q_conv1d.weight	shape=(2048, 1, 4)
model.layers.8.linear_attn.k_conv1d.weight	shape=(2048, 1, 4)
model.layers.8.linear_attn.v_conv1d.weight	shape=(2048, 1, 4)
model.layers.8.linear_attn.g_a_proj.weight	shape=(128, 1024)
model.layers.8.linear_attn.g_b_proj.weight	shape=(2048, 128)
model.layers.8.linear_attn.o_norm.weight	shape=(128,)
model.layers.8.linear_attn.o_proj.weight	shape=(1024, 2048)
model.layers.8.mlp.experts.w13_weight	shape=(32, 1024, 1024)
model.layers.8.mlp.experts.w2_weight	shape=(32, 1024, 512)
model.layers.8.mlp.gate.weight	shape=(32, 1024)
model.layers.8.mlp.shared_expert.gate_up_proj.weight	shape=(1024, 1024)
model.layers.8.mlp.shared_expert.down_proj.weight	shape=(1024, 512)
model.layers.8.mlp.shared_expert_gate.weight	shape=(1, 1024)
model.layers.8.input_layernorm.weight	shape=(1024,)
model.layers.8.post_attention_layernorm.weight	shape=(1024,)
model.layers.9.linear_attn.dt_bias	shape=(2048,)
model.layers.9.linear_attn.A_log	shape=(1, 1, 16, 1)
model.layers.9.linear_attn.q_proj.weight	shape=(2048, 1024)
model.layers.9.linear_attn.k_proj.weight	shape=(2048, 1024)
model.layers.9.linear_attn.v_proj.weight	shape=(2048, 1024)
model.layers.9.linear_attn.f_a_proj.weight	shape=(128, 1024)
model.layers.9.linear_attn.f_b_proj.weight	shape=(2048, 128)
model.layers.9.linear_attn.b_proj.weight	shape=(16, 1024)
model.layers.9.linear_attn.q_conv1d.weight	shape=(2048, 1, 4)
model.layers.9.linear_attn.k_conv1d.weight	shape=(2048, 1, 4)
model.layers.9.linear_attn.v_conv1d.weight	shape=(2048, 1, 4)
model.layers.9.linear_attn.g_a_proj.weight	shape=(128, 1024)
model.layers.9.linear_attn.g_b_proj.weight	shape=(2048, 128)
model.layers.9.linear_attn.o_norm.weight	shape=(128,)
model.layers.9.linear_attn.o_proj.weight	shape=(1024, 2048)
model.layers.9.mlp.experts.w13_weight	shape=(32, 1024, 1024)
model.layers.9.mlp.experts.w2_weight	shape=(32, 1024, 512)
model.layers.9.mlp.gate.weight	shape=(32, 1024)
model.layers.9.mlp.shared_expert.gate_up_proj.weight	shape=(1024, 1024)
model.layers.9.mlp.shared_expert.down_proj.weight	shape=(1024, 512)
model.layers.9.mlp.shared_expert_gate.weight	shape=(1, 1024)
model.layers.9.input_layernorm.weight	shape=(1024,)
model.layers.9.post_attention_layernorm.weight	shape=(1024,)
model.layers.10.linear_attn.dt_bias	shape=(2048,)
model.layers.10.linear_attn.A_log	shape=(1, 1, 16, 1)
model.layers.10.linear_attn.q_proj.weight	shape=(2048, 1024)
model.layers.10.linear_attn.k_proj.weight	shape=(2048, 1024)
model.layers.10.linear_attn.v_proj.weight	shape=(2048, 1024)
model.layers.10.linear_attn.f_a_proj.weight	shape=(128, 1024)
model.layers.10.linear_attn.f_b_proj.weight	shape=(2048, 128)
model.layers.10.linear_attn.b_proj.weight	shape=(16, 1024)
model.layers.10.linear_attn.q_conv1d.weight	shape=(2048, 1, 4)
model.layers.10.linear_attn.k_conv1d.weight	shape=(2048, 1, 4)
model.layers.10.linear_attn.v_conv1d.weight	shape=(2048, 1, 4)
model.layers.10.linear_attn.g_a_proj.weight	shape=(128, 1024)
model.layers.10.linear_attn.g_b_proj.weight	shape=(2048, 128)
model.layers.10.linear_attn.o_norm.weight	shape=(128,)
model.layers.10.linear_attn.o_proj.weight	shape=(1024, 2048)
model.layers.10.mlp.experts.w13_weight	shape=(32, 1024, 1024)
model.layers.10.mlp.experts.w2_weight	shape=(32, 1024, 512)
model.layers.10.mlp.gate.weight	shape=(32, 1024)
model.layers.10.mlp.shared_expert.gate_up_proj.weight	shape=(1024, 1024)
model.layers.10.mlp.shared_expert.down_proj.weight	shape=(1024, 512)
model.layers.10.mlp.shared_expert_gate.weight	shape=(1, 1024)
model.layers.10.input_layernorm.weight	shape=(1024,)
model.layers.10.post_attention_layernorm.weight	shape=(1024,)
model.layers.11.qkv_proj.weight	shape=(9216, 1024)
model.layers.11.o_proj.weight	shape=(1024, 4096)
model.layers.11.mlp.experts.w13_weight	shape=(32, 1024, 1024)
model.layers.11.mlp.experts.w2_weight	shape=(32, 1024, 512)
model.layers.11.mlp.gate.weight	shape=(32, 1024)
model.layers.11.mlp.shared_expert.gate_up_proj.weight	shape=(1024, 1024)
model.layers.11.mlp.shared_expert.down_proj.weight	shape=(1024, 512)
model.layers.11.mlp.shared_expert_gate.weight	shape=(1, 1024)
model.layers.11.input_layernorm.weight	shape=(1024,)
model.layers.11.post_attention_layernorm.weight	shape=(1024,)
model.layers.11.q_norm.weight	shape=(256,)
model.layers.11.k_norm.weight	shape=(256,)
model.layers.12.linear_attn.dt_bias	shape=(2048,)
model.layers.12.linear_attn.A_log	shape=(1, 1, 16, 1)
model.layers.12.linear_attn.q_proj.weight	shape=(2048, 1024)
model.layers.12.linear_attn.k_proj.weight	shape=(2048, 1024)
model.layers.12.linear_attn.v_proj.weight	shape=(2048, 1024)
model.layers.12.linear_attn.f_a_proj.weight	shape=(128, 1024)
model.layers.12.linear_attn.f_b_proj.weight	shape=(2048, 128)
model.layers.12.linear_attn.b_proj.weight	shape=(16, 1024)
model.layers.12.linear_attn.q_conv1d.weight	shape=(2048, 1, 4)
model.layers.12.linear_attn.k_conv1d.weight	shape=(2048, 1, 4)
model.layers.12.linear_attn.v_conv1d.weight	shape=(2048, 1, 4)
model.layers.12.linear_attn.g_a_proj.weight	shape=(128, 1024)
model.layers.12.linear_attn.g_b_proj.weight	shape=(2048, 128)
model.layers.12.linear_attn.o_norm.weight	shape=(128,)
model.layers.12.linear_attn.o_proj.weight	shape=(1024, 2048)
model.layers.12.mlp.experts.w13_weight	shape=(32, 1024, 1024)
model.layers.12.mlp.experts.w2_weight	shape=(32, 1024, 512)
model.layers.12.mlp.gate.weight	shape=(32, 1024)
model.layers.12.mlp.shared_expert.gate_up_proj.weight	shape=(1024, 1024)
model.layers.12.mlp.shared_expert.down_proj.weight	shape=(1024, 512)
model.layers.12.mlp.shared_expert_gate.weight	shape=(1, 1024)
model.layers.12.input_layernorm.weight	shape=(1024,)
model.layers.12.post_attention_layernorm.weight	shape=(1024,)
model.layers.13.linear_attn.dt_bias	shape=(2048,)
model.layers.13.linear_attn.A_log	shape=(1, 1, 16, 1)
model.layers.13.linear_attn.q_proj.weight	shape=(2048, 1024)
model.layers.13.linear_attn.k_proj.weight	shape=(2048, 1024)
model.layers.13.linear_attn.v_proj.weight	shape=(2048, 1024)
model.layers.13.linear_attn.f_a_proj.weight	shape=(128, 1024)
model.layers.13.linear_attn.f_b_proj.weight	shape=(2048, 128)
model.layers.13.linear_attn.b_proj.weight	shape=(16, 1024)
model.layers.13.linear_attn.q_conv1d.weight	shape=(2048, 1, 4)
model.layers.13.linear_attn.k_conv1d.weight	shape=(2048, 1, 4)
model.layers.13.linear_attn.v_conv1d.weight	shape=(2048, 1, 4)
model.layers.13.linear_attn.g_a_proj.weight	shape=(128, 1024)
model.layers.13.linear_attn.g_b_proj.weight	shape=(2048, 128)
model.layers.13.linear_attn.o_norm.weight	shape=(128,)
model.layers.13.linear_attn.o_proj.weight	shape=(1024, 2048)
model.layers.13.mlp.experts.w13_weight	shape=(32, 1024, 1024)
model.layers.13.mlp.experts.w2_weight	shape=(32, 1024, 512)
model.layers.13.mlp.gate.weight	shape=(32, 1024)
model.layers.13.mlp.shared_expert.gate_up_proj.weight	shape=(1024, 1024)
model.layers.13.mlp.shared_expert.down_proj.weight	shape=(1024, 512)
model.layers.13.mlp.shared_expert_gate.weight	shape=(1, 1024)
model.layers.13.input_layernorm.weight	shape=(1024,)
model.layers.13.post_attention_layernorm.weight	shape=(1024,)
model.layers.14.linear_attn.dt_bias	shape=(2048,)
model.layers.14.linear_attn.A_log	shape=(1, 1, 16, 1)
model.layers.14.linear_attn.q_proj.weight	shape=(2048, 1024)
model.layers.14.linear_attn.k_proj.weight	shape=(2048, 1024)
model.layers.14.linear_attn.v_proj.weight	shape=(2048, 1024)
model.layers.14.linear_attn.f_a_proj.weight	shape=(128, 1024)
model.layers.14.linear_attn.f_b_proj.weight	shape=(2048, 128)
model.layers.14.linear_attn.b_proj.weight	shape=(16, 1024)
model.layers.14.linear_attn.q_conv1d.weight	shape=(2048, 1, 4)
model.layers.14.linear_attn.k_conv1d.weight	shape=(2048, 1, 4)
model.layers.14.linear_attn.v_conv1d.weight	shape=(2048, 1, 4)
model.layers.14.linear_attn.g_a_proj.weight	shape=(128, 1024)
model.layers.14.linear_attn.g_b_proj.weight	shape=(2048, 128)
model.layers.14.linear_attn.o_norm.weight	shape=(128,)
model.layers.14.linear_attn.o_proj.weight	shape=(1024, 2048)
model.layers.14.mlp.experts.w13_weight	shape=(32, 1024, 1024)
model.layers.14.mlp.experts.w2_weight	shape=(32, 1024, 512)
model.layers.14.mlp.gate.weight	shape=(32, 1024)
model.layers.14.mlp.shared_expert.gate_up_proj.weight	shape=(1024, 1024)
model.layers.14.mlp.shared_expert.down_proj.weight	shape=(1024, 512)
model.layers.14.mlp.shared_expert_gate.weight	shape=(1, 1024)
model.layers.14.input_layernorm.weight	shape=(1024,)
model.layers.14.post_attention_layernorm.weight	shape=(1024,)
model.layers.15.qkv_proj.weight	shape=(9216, 1024)
model.layers.15.o_proj.weight	shape=(1024, 4096)
model.layers.15.mlp.experts.w13_weight	shape=(32, 1024, 1024)
model.layers.15.mlp.experts.w2_weight	shape=(32, 1024, 512)
model.layers.15.mlp.gate.weight	shape=(32, 1024)
model.layers.15.mlp.shared_expert.gate_up_proj.weight	shape=(1024, 1024)
model.layers.15.mlp.shared_expert.down_proj.weight	shape=(1024, 512)
model.layers.15.mlp.shared_expert_gate.weight	shape=(1, 1024)
model.layers.15.input_layernorm.weight	shape=(1024,)
model.layers.15.post_attention_layernorm.weight	shape=(1024,)
model.layers.15.q_norm.weight	shape=(256,)
model.layers.15.k_norm.weight	shape=(256,)
model.layers.16.linear_attn.dt_bias	shape=(2048,)
model.layers.16.linear_attn.A_log	shape=(1, 1, 16, 1)
model.layers.16.linear_attn.q_proj.weight	shape=(2048, 1024)
model.layers.16.linear_attn.k_proj.weight	shape=(2048, 1024)
model.layers.16.linear_attn.v_proj.weight	shape=(2048, 1024)
model.layers.16.linear_attn.f_a_proj.weight	shape=(128, 1024)
model.layers.16.linear_attn.f_b_proj.weight	shape=(2048, 128)
model.layers.16.linear_attn.b_proj.weight	shape=(16, 1024)
model.layers.16.linear_attn.q_conv1d.weight	shape=(2048, 1, 4)
model.layers.16.linear_attn.k_conv1d.weight	shape=(2048, 1, 4)
model.layers.16.linear_attn.v_conv1d.weight	shape=(2048, 1, 4)
model.layers.16.linear_attn.g_a_proj.weight	shape=(128, 1024)
model.layers.16.linear_attn.g_b_proj.weight	shape=(2048, 128)
model.layers.16.linear_attn.o_norm.weight	shape=(128,)
model.layers.16.linear_attn.o_proj.weight	shape=(1024, 2048)
model.layers.16.mlp.experts.w13_weight	shape=(32, 1024, 1024)
model.layers.16.mlp.experts.w2_weight	shape=(32, 1024, 512)
model.layers.16.mlp.gate.weight	shape=(32, 1024)
model.layers.16.mlp.shared_expert.gate_up_proj.weight	shape=(1024, 1024)
model.layers.16.mlp.shared_expert.down_proj.weight	shape=(1024, 512)
model.layers.16.mlp.shared_expert_gate.weight	shape=(1, 1024)
model.layers.16.input_layernorm.weight	shape=(1024,)
model.layers.16.post_attention_layernorm.weight	shape=(1024,)
model.layers.17.linear_attn.dt_bias	shape=(2048,)
model.layers.17.linear_attn.A_log	shape=(1, 1, 16, 1)
model.layers.17.linear_attn.q_proj.weight	shape=(2048, 1024)
model.layers.17.linear_attn.k_proj.weight	shape=(2048, 1024)
model.layers.17.linear_attn.v_proj.weight	shape=(2048, 1024)
model.layers.17.linear_attn.f_a_proj.weight	shape=(128, 1024)
model.layers.17.linear_attn.f_b_proj.weight	shape=(2048, 128)
model.layers.17.linear_attn.b_proj.weight	shape=(16, 1024)
model.layers.17.linear_attn.q_conv1d.weight	shape=(2048, 1, 4)
model.layers.17.linear_attn.k_conv1d.weight	shape=(2048, 1, 4)
model.layers.17.linear_attn.v_conv1d.weight	shape=(2048, 1, 4)
model.layers.17.linear_attn.g_a_proj.weight	shape=(128, 1024)
model.layers.17.linear_attn.g_b_proj.weight	shape=(2048, 128)
model.layers.17.linear_attn.o_norm.weight	shape=(128,)
model.layers.17.linear_attn.o_proj.weight	shape=(1024, 2048)
model.layers.17.mlp.experts.w13_weight	shape=(32, 1024, 1024)
model.layers.17.mlp.experts.w2_weight	shape=(32, 1024, 512)
model.layers.17.mlp.gate.weight	shape=(32, 1024)
model.layers.17.mlp.shared_expert.gate_up_proj.weight	shape=(1024, 1024)
model.layers.17.mlp.shared_expert.down_proj.weight	shape=(1024, 512)
model.layers.17.mlp.shared_expert_gate.weight	shape=(1, 1024)
model.layers.17.input_layernorm.weight	shape=(1024,)
model.layers.17.post_attention_layernorm.weight	shape=(1024,)
model.layers.18.linear_attn.dt_bias	shape=(2048,)
model.layers.18.linear_attn.A_log	shape=(1, 1, 16, 1)
model.layers.18.linear_attn.q_proj.weight	shape=(2048, 1024)
model.layers.18.linear_attn.k_proj.weight	shape=(2048, 1024)
model.layers.18.linear_attn.v_proj.weight	shape=(2048, 1024)
model.layers.18.linear_attn.f_a_proj.weight	shape=(128, 1024)
model.layers.18.linear_attn.f_b_proj.weight	shape=(2048, 128)
model.layers.18.linear_attn.b_proj.weight	shape=(16, 1024)
model.layers.18.linear_attn.q_conv1d.weight	shape=(2048, 1, 4)
model.layers.18.linear_attn.k_conv1d.weight	shape=(2048, 1, 4)
model.layers.18.linear_attn.v_conv1d.weight	shape=(2048, 1, 4)
model.layers.18.linear_attn.g_a_proj.weight	shape=(128, 1024)
model.layers.18.linear_attn.g_b_proj.weight	shape=(2048, 128)
model.layers.18.linear_attn.o_norm.weight	shape=(128,)
model.layers.18.linear_attn.o_proj.weight	shape=(1024, 2048)
model.layers.18.mlp.experts.w13_weight	shape=(32, 1024, 1024)
model.layers.18.mlp.experts.w2_weight	shape=(32, 1024, 512)
model.layers.18.mlp.gate.weight	shape=(32, 1024)
model.layers.18.mlp.shared_expert.gate_up_proj.weight	shape=(1024, 1024)
model.layers.18.mlp.shared_expert.down_proj.weight	shape=(1024, 512)
model.layers.18.mlp.shared_expert_gate.weight	shape=(1, 1024)
model.layers.18.input_layernorm.weight	shape=(1024,)
model.layers.18.post_attention_layernorm.weight	shape=(1024,)
model.layers.19.qkv_proj.weight	shape=(9216, 1024)
model.layers.19.o_proj.weight	shape=(1024, 4096)
model.layers.19.mlp.experts.w13_weight	shape=(32, 1024, 1024)
model.layers.19.mlp.experts.w2_weight	shape=(32, 1024, 512)
model.layers.19.mlp.gate.weight	shape=(32, 1024)
model.layers.19.mlp.shared_expert.gate_up_proj.weight	shape=(1024, 1024)
model.layers.19.mlp.shared_expert.down_proj.weight	shape=(1024, 512)
model.layers.19.mlp.shared_expert_gate.weight	shape=(1, 1024)
model.layers.19.input_layernorm.weight	shape=(1024,)
model.layers.19.post_attention_layernorm.weight	shape=(1024,)
model.layers.19.q_norm.weight	shape=(256,)
model.layers.19.k_norm.weight	shape=(256,)
model.layers.20.linear_attn.dt_bias	shape=(2048,)
model.layers.20.linear_attn.A_log	shape=(1, 1, 16, 1)
model.layers.20.linear_attn.q_proj.weight	shape=(2048, 1024)
model.layers.20.linear_attn.k_proj.weight	shape=(2048, 1024)
model.layers.20.linear_attn.v_proj.weight	shape=(2048, 1024)
model.layers.20.linear_attn.f_a_proj.weight	shape=(128, 1024)
model.layers.20.linear_attn.f_b_proj.weight	shape=(2048, 128)
model.layers.20.linear_attn.b_proj.weight	shape=(16, 1024)
model.layers.20.linear_attn.q_conv1d.weight	shape=(2048, 1, 4)
model.layers.20.linear_attn.k_conv1d.weight	shape=(2048, 1, 4)
model.layers.20.linear_attn.v_conv1d.weight	shape=(2048, 1, 4)
model.layers.20.linear_attn.g_a_proj.weight	shape=(128, 1024)
model.layers.20.linear_attn.g_b_proj.weight	shape=(2048, 128)
model.layers.20.linear_attn.o_norm.weight	shape=(128,)
model.layers.20.linear_attn.o_proj.weight	shape=(1024, 2048)
model.layers.20.mlp.experts.w13_weight	shape=(32, 1024, 1024)
model.layers.20.mlp.experts.w2_weight	shape=(32, 1024, 512)
model.layers.20.mlp.gate.weight	shape=(32, 1024)
model.layers.20.mlp.shared_expert.gate_up_proj.weight	shape=(1024, 1024)
model.layers.20.mlp.shared_expert.down_proj.weight	shape=(1024, 512)
model.layers.20.mlp.shared_expert_gate.weight	shape=(1, 1024)
