model.layers.20.input_layernorm.weight	shape=(1024,)
model.layers.20.post_attention_layernorm.weight	shape=(1024,)
model.layers.21.linear_attn.dt_bias	shape=(2048,)
model.layers.21.linear_attn.A_log	shape=(1, 1, 16, 1)
model.layers.21.linear_attn.q_proj.weight	shape=(2048, 1024)
model.layers.21.linear_attn.k_proj.weight	shape=(2048, 1024)
model.layers.21.linear_attn.v_proj.weight	shape=(2048, 1024)
model.layers.21.linear_attn.f_a_proj.weight	shape=(128, 1024)
model.layers.21.linear_attn.f_b_proj.weight	shape=(2048, 128)
model.layers.21.linear_attn.b_proj.weight	shape=(16, 1024)
model.layers.21.linear_attn.q_conv1d.weight	shape=(2048, 1, 4)
model.layers.21.linear_attn.k_conv1d.weight	shape=(2048, 1, 4)
model.layers.21.linear_attn.v_conv1d.weight	shape=(2048, 1, 4)
model.layers.21.linear_attn.g_a_proj.weight	shape=(128, 1024)
model.layers.21.linear_attn.g_b_proj.weight	shape=(2048, 128)
model.layers.21.linear_attn.o_norm.weight	shape=(128,)
model.layers.21.linear_attn.o_proj.weight	shape=(1024, 2048)
model.layers.21.mlp.experts.w13_weight	shape=(32, 1024, 1024)
model.layers.21.mlp.experts.w2_weight	shape=(32, 1024, 512)
model.layers.21.mlp.gate.weight	shape=(32, 1024)
model.layers.21.mlp.shared_expert.gate_up_proj.weight	shape=(1024, 1024)
model.layers.21.mlp.shared_expert.down_proj.weight	shape=(1024, 512)
model.layers.21.mlp.shared_expert_gate.weight	shape=(1, 1024)
model.layers.21.input_layernorm.weight	shape=(1024,)
model.layers.21.post_attention_layernorm.weight	shape=(1024,)
model.layers.22.linear_attn.dt_bias	shape=(2048,)
model.layers.22.linear_attn.A_log	shape=(1, 1, 16, 1)
model.layers.22.linear_attn.q_proj.weight	shape=(2048, 1024)
model.layers.22.linear_attn.k_proj.weight	shape=(2048, 1024)
model.layers.22.linear_attn.v_proj.weight	shape=(2048, 1024)
model.layers.22.linear_attn.f_a_proj.weight	shape=(128, 1024)
model.layers.22.linear_attn.f_b_proj.weight	shape=(2048, 128)
model.layers.22.linear_attn.b_proj.weight	shape=(16, 1024)
model.layers.22.linear_attn.q_conv1d.weight	shape=(2048, 1, 4)
model.layers.22.linear_attn.k_conv1d.weight	shape=(2048, 1, 4)
model.layers.22.linear_attn.v_conv1d.weight	shape=(2048, 1, 4)
model.layers.22.linear_attn.g_a_proj.weight	shape=(128, 1024)
model.layers.22.linear_attn.g_b_proj.weight	shape=(2048, 128)
model.layers.22.linear_attn.o_norm.weight	shape=(128,)
model.layers.22.linear_attn.o_proj.weight	shape=(1024, 2048)
model.layers.22.mlp.experts.w13_weight	shape=(32, 1024, 1024)
model.layers.22.mlp.experts.w2_weight	shape=(32, 1024, 512)
model.layers.22.mlp.gate.weight	shape=(32, 1024)
model.layers.22.mlp.shared_expert.gate_up_proj.weight	shape=(1024, 1024)
model.layers.22.mlp.shared_expert.down_proj.weight	shape=(1024, 512)
model.layers.22.mlp.shared_expert_gate.weight	shape=(1, 1024)
model.layers.22.input_layernorm.weight	shape=(1024,)
model.layers.22.post_attention_layernorm.weight	shape=(1024,)
model.layers.23.qkv_proj.weight	shape=(9216, 1024)
model.layers.23.o_proj.weight	shape=(1024, 4096)
model.layers.23.mlp.experts.w13_weight	shape=(32, 1024, 1024)
model.layers.23.mlp.experts.w2_weight	shape=(32, 1024, 512)
model.layers.23.mlp.gate.weight	shape=(32, 1024)
model.layers.23.mlp.shared_expert.gate_up_proj.weight	shape=(1024, 1024)
model.layers.23.mlp.shared_expert.down_proj.weight	shape=(1024, 512)
model.layers.23.mlp.shared_expert_gate.weight	shape=(1, 1024)
model.layers.23.input_layernorm.weight	shape=(1024,)
model.layers.23.post_attention_layernorm.weight	shape=(1024,)
model.layers.23.q_norm.weight	shape=(256,)
model.layers.23.k_norm.weight	shape=(256,)
model.layers.24.linear_attn.dt_bias	shape=(2048,)
model.layers.24.linear_attn.A_log	shape=(1, 1, 16, 1)
model.layers.24.linear_attn.q_proj.weight	shape=(2048, 1024)
model.layers.24.linear_attn.k_proj.weight	shape=(2048, 1024)
model.layers.24.linear_attn.v_proj.weight	shape=(2048, 1024)
model.layers.24.linear_attn.f_a_proj.weight	shape=(128, 1024)
model.layers.24.linear_attn.f_b_proj.weight	shape=(2048, 128)
model.layers.24.linear_attn.b_proj.weight	shape=(16, 1024)
model.layers.24.linear_attn.q_conv1d.weight	shape=(2048, 1, 4)
model.layers.24.linear_attn.k_conv1d.weight	shape=(2048, 1, 4)
model.layers.24.linear_attn.v_conv1d.weight	shape=(2048, 1, 4)
model.layers.24.linear_attn.g_a_proj.weight	shape=(128, 1024)
model.layers.24.linear_attn.g_b_proj.weight	shape=(2048, 128)
model.layers.24.linear_attn.o_norm.weight	shape=(128,)
model.layers.24.linear_attn.o_proj.weight	shape=(1024, 2048)
model.layers.24.mlp.experts.w13_weight	shape=(32, 1024, 1024)
model.layers.24.mlp.experts.w2_weight	shape=(32, 1024, 512)
model.layers.24.mlp.gate.weight	shape=(32, 1024)
model.layers.24.mlp.shared_expert.gate_up_proj.weight	shape=(1024, 1024)
model.layers.24.mlp.shared_expert.down_proj.weight	shape=(1024, 512)
model.layers.24.mlp.shared_expert_gate.weight	shape=(1, 1024)
model.layers.24.input_layernorm.weight	shape=(1024,)
model.layers.24.post_attention_layernorm.weight	shape=(1024,)
model.layers.25.linear_attn.dt_bias	shape=(2048,)
model.layers.25.linear_attn.A_log	shape=(1, 1, 16, 1)
model.layers.25.linear_attn.q_proj.weight	shape=(2048, 1024)
model.layers.25.linear_attn.k_proj.weight	shape=(2048, 1024)
model.layers.25.linear_attn.v_proj.weight	shape=(2048, 1024)
model.layers.25.linear_attn.f_a_proj.weight	shape=(128, 1024)
model.layers.25.linear_attn.f_b_proj.weight	shape=(2048, 128)
model.layers.25.linear_attn.b_proj.weight	shape=(16, 1024)
model.layers.25.linear_attn.q_conv1d.weight	shape=(2048, 1, 4)
model.layers.25.linear_attn.k_conv1d.weight	shape=(2048, 1, 4)
model.layers.25.linear_attn.v_conv1d.weight	shape=(2048, 1, 4)
model.layers.25.linear_attn.g_a_proj.weight	shape=(128, 1024)
model.layers.25.linear_attn.g_b_proj.weight	shape=(2048, 128)
model.layers.25.linear_attn.o_norm.weight	shape=(128,)
model.layers.25.linear_attn.o_proj.weight	shape=(1024, 2048)
model.layers.25.mlp.experts.w13_weight	shape=(32, 1024, 1024)
model.layers.25.mlp.experts.w2_weight	shape=(32, 1024, 512)
model.layers.25.mlp.gate.weight	shape=(32, 1024)
model.layers.25.mlp.shared_expert.gate_up_proj.weight	shape=(1024, 1024)
model.layers.25.mlp.shared_expert.down_proj.weight	shape=(1024, 512)
model.layers.25.mlp.shared_expert_gate.weight	shape=(1, 1024)
model.layers.25.input_layernorm.weight	shape=(1024,)
model.layers.25.post_attention_layernorm.weight	shape=(1024,)
model.layers.26.linear_attn.dt_bias	shape=(2048,)
model.layers.26.linear_attn.A_log	shape=(1, 1, 16, 1)
model.layers.26.linear_attn.q_proj.weight	shape=(2048, 1024)
model.layers.26.linear_attn.k_proj.weight	shape=(2048, 1024)
model.layers.26.linear_attn.v_proj.weight	shape=(2048, 1024)
model.layers.26.linear_attn.f_a_proj.weight	shape=(128, 1024)
model.layers.26.linear_attn.f_b_proj.weight	shape=(2048, 128)
model.layers.26.linear_attn.b_proj.weight	shape=(16, 1024)
model.layers.26.linear_attn.q_conv1d.weight	shape=(2048, 1, 4)
model.layers.26.linear_attn.k_conv1d.weight	shape=(2048, 1, 4)
model.layers.26.linear_attn.v_conv1d.weight	shape=(2048, 1, 4)
model.layers.26.linear_attn.g_a_proj.weight	shape=(128, 1024)
model.layers.26.linear_attn.g_b_proj.weight	shape=(2048, 128)
model.layers.26.linear_attn.o_norm.weight	shape=(128,)
model.layers.26.linear_attn.o_proj.weight	shape=(1024, 2048)
model.layers.26.mlp.experts.w13_weight	shape=(32, 1024, 1024)
model.layers.26.mlp.experts.w2_weight	shape=(32, 1024, 512)
model.layers.26.mlp.gate.weight	shape=(32, 1024)
model.layers.26.mlp.shared_expert.gate_up_proj.weight	shape=(1024, 1024)
model.layers.26.mlp.shared_expert.down_proj.weight	shape=(1024, 512)
model.layers.26.mlp.shared_expert_gate.weight	shape=(1, 1024)
model.layers.26.input_layernorm.weight	shape=(1024,)
model.layers.26.post_attention_layernorm.weight	shape=(1024,)
model.layers.27.qkv_proj.weight	shape=(9216, 1024)
model.layers.27.o_proj.weight	shape=(1024, 4096)
model.layers.27.mlp.experts.w13_weight	shape=(32, 1024, 1024)
model.layers.27.mlp.experts.w2_weight	shape=(32, 1024, 512)
model.layers.27.mlp.gate.weight	shape=(32, 1024)
model.layers.27.mlp.shared_expert.gate_up_proj.weight	shape=(1024, 1024)
model.layers.27.mlp.shared_expert.down_proj.weight	shape=(1024, 512)
model.layers.27.mlp.shared_expert_gate.weight	shape=(1, 1024)
model.layers.27.input_layernorm.weight	shape=(1024,)
model.layers.27.post_attention_layernorm.weight	shape=(1024,)
model.layers.27.q_norm.weight	shape=(256,)
model.layers.27.k_norm.weight	shape=(256,)
model.norm.weight	shape=(1024,)
lm_head.weight	shape=(151936, 1024)
